Airline,Journey_Date,Journey_Day,Journey_Month,Flight_Time_Slot,Source,Destination,Route,Airports_Visited,Route_Type,Departure_Time,Arrival_Time,Arrival_Day,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Extra_Baggage_Payment
IndiGo,03-05-2019,Friday,May,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,15:30,18:05,03-05-2019,2h 35m,0,No info,4804,155,No
Multiple carriers,27-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:00,15:30,27-03-2019,7h 30m,1,No info,6673,450,No
Jet Airways,27-06-2019,Thursday,June,Evening,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,23:05,4:25,28-06-2019,29h 20m,2,In-flight meal not included,11150,1760,No
Air India,15-06-2019,Saturday,June,Evening,Delhi,Cochin,DEL → CCU → BOM → COK,4,Two Stops,20:15,19:15,16-06-2019,23h,2,No info,13591,1380,No
IndiGo,09-05-2019,Thursday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,6:05,8:50,09-05-2019,2h 45m,0,No info,4077,165,No
Multiple carriers,01-06-2019,Saturday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:05,19:15,01-06-2019,12h 10m,1,In-flight meal not included,12927,730,No
Jet Airways,21-05-2019,Tuesday,May,Night,Delhi,Cochin,DEL → BHO → BOM → COK,4,Two Stops,5:30,12:35,21-05-2019,7h 5m,2,No info,16274,425,No
Vistara,15-05-2019,Wednesday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,7:00,9:40,15-05-2019,2h 40m,0,No info,4668,160,No
Jet Airways,27-05-2019,Monday,May,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,20:55,12:35,28-05-2019,15h 40m,1,In-flight meal not included,12898,940,No
Air India,06-03-2019,Wednesday,March,Afternoon,Mumbai,Hyderabad,BOM → DEL → HYD,3,One Stop,16:00,23:45,06-03-2019,7h 45m,1,No info,11678,465,No
IndiGo,12-06-2019,Wednesday,June,Evening,Delhi,Cochin,DEL → LKO → COK,3,One Stop,21:50,3:35,13-06-2019,5h 45m,1,No info,5775,345,No
SpiceJet,01-03-2019,Friday,March,Morning,Kolkata,Banglore,CCU → BLR,2,Direct,9:00,11:30,01-03-2019,2h 30m,0,No info,5515,150,No
Jet Airways,18-03-2019,Monday,March,Evening,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,22:50,9:00,19-03-2019,10h 10m,1,No info,13555,610,No
Jet Airways,24-05-2019,Friday,May,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:30,4:40,25-05-2019,12h 10m,1,No info,14571,730,No
SpiceJet,09-06-2019,Sunday,June,Afternoon,Mumbai,Hyderabad,BOM → HYD,2,Direct,13:15,14:45,09-06-2019,1h 30m,0,No info,2227,90,No
Air India,24-06-2019,Monday,June,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,13:20,16:10,24-06-2019,2h 50m,0,No info,6961,170,No
Air India,09-03-2019,Saturday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:00,19:15,09-03-2019,12h 15m,1,No info,15704,735,No
Jet Airways,06-03-2019,Wednesday,March,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,10:20,11:50,06-03-2019,1h 30m,0,No info,8040,90,No
Jet Airways,01-06-2019,Saturday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:15,4:25,02-06-2019,9h 10m,1,No info,14714,550,No
Jet Airways,27-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → IXC → BOM → COK,4,Two Stops,6:20,4:25,28-03-2019,22h 5m,2,In-flight meal not included,9296,1325,No
Multiple carriers,21-05-2019,Tuesday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,19:00,21-05-2019,10h,1,No info,10197,600,No
Air India,12-06-2019,Wednesday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,13:00,19:15,12-06-2019,6h 15m,1,No info,8372,375,No
Vistara,09-03-2019,Saturday,March,Afternoon,Delhi,Cochin,DEL → COK,2,Direct,14:55,17:50,09-03-2019,2h 55m,0,No info,6741,175,No
IndiGo,09-03-2019,Saturday,March,Afternoon,Chennai,Kolkata,MAA → CCU,2,Direct,17:05,19:40,09-03-2019,2h 35m,0,No info,6297,155,No
Jet Airways,12-06-2019,Wednesday,June,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,8:25,18:15,12-06-2019,9h 50m,1,No info,13626,590,No
Jet Airways,27-05-2019,Monday,May,Evening,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,19:10,19:00,28-05-2019,23h 50m,2,No info,15129,1430,No
IndiGo,21-03-2019,Thursday,March,Night,Delhi,Cochin,DEL → BLR → COK,3,One Stop,2:00,7:45,21-03-2019,5h 45m,1,No info,6426,345,No
Jet Airways,09-03-2019,Saturday,March,Evening,Delhi,Cochin,DEL → ATQ → BOM → COK,4,Two Stops,20:10,4:25,10-03-2019,8h 15m,2,No info,20904,495,No
Air Asia,09-04-2019,Tuesday,April,Evening,Delhi,Cochin,DEL → BLR → COK,3,One Stop,20:45,7:10,10-04-2019,10h 25m,1,No info,6451,625,No
Air India,01-03-2019,Friday,March,Morning,Banglore,New Delhi,BLR → BBI → DEL,3,One Stop,9:30,23:45,01-03-2019,14h 15m,1,No info,12704,855,No
Jet Airways,24-05-2019,Friday,May,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:25,9:45,25-05-2019,13h 20m,1,No info,13067,800,No
Jet Airways,18-05-2019,Saturday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,6:00,8:45,18-05-2019,2h 45m,0,No info,7229,165,No
Jet Airways,21-03-2019,Thursday,March,Evening,Delhi,Cochin,DEL → BDQ → BOM → COK,4,Two Stops,18:25,4:25,22-03-2019,34h,2,No info,12347,2040,No
Multiple carriers,03-03-2019,Sunday,March,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,13:55,21:00,03-03-2019,7h 5m,1,No info,17057,425,No
Air India,18-05-2019,Saturday,May,Morning,Kolkata,Banglore,CCU → BOM → HBX → BLR,4,Two Stops,9:25,18:20,18-05-2019,8h 55m,2,No info,8366,535,No
Multiple carriers,09-05-2019,Thursday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:00,1:30,10-05-2019,15h 30m,1,No info,15078,930,No
Air Asia,09-06-2019,Sunday,June,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,7:35,19:25,09-06-2019,11h 50m,1,No info,7870,710,No
IndiGo,12-05-2019,Sunday,May,Afternoon,Mumbai,Hyderabad,BOM → HYD,2,Direct,16:55,18:25,12-05-2019,1h 30m,0,No info,3603,90,No
Air India,12-06-2019,Wednesday,June,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,7:00,16:15,12-06-2019,9h 15m,1,No info,11936,555,No
Multiple carriers,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:00,1:30,28-05-2019,15h 30m,1,In-flight meal not included,8925,930,No
Air India,21-04-2019,Sunday,April,Afternoon,Delhi,Cochin,DEL → COK,2,Direct,14:10,17:10,21-04-2019,3h,0,No info,6934,180,No
Jet Airways,15-04-2019,Monday,April,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:30,19:00,15-04-2019,7h 30m,1,In-flight meal not included,6542,450,No
IndiGo,15-03-2019,Friday,March,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,14:20,16:55,15-03-2019,2h 35m,0,No info,4778,155,No
IndiGo,24-05-2019,Friday,May,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,17:15,19:50,24-05-2019,2h 35m,0,No info,4804,155,No
Jet Airways,12-05-2019,Sunday,May,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:25,10:55,13-05-2019,14h 30m,1,No info,14151,870,No
Multiple carriers,01-06-2019,Saturday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,13:00,19:15,01-06-2019,6h 15m,1,No info,16108,375,No
Multiple carriers,01-06-2019,Saturday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,15:00,1:30,02-06-2019,10h 30m,1,No info,13377,630,No
SpiceJet,01-04-2019,Monday,April,Morning,Banglore,Delhi,BLR → DEL,2,Direct,9:30,12:20,01-04-2019,2h 50m,0,No check-in baggage included,3919,170,No
Multiple carriers,06-03-2019,Wednesday,March,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,13:55,21:00,06-03-2019,7h 5m,1,In-flight meal not included,15136,425,No
Vistara,21-05-2019,Tuesday,May,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,7:10,20:20,21-05-2019,13h 10m,1,No info,9345,790,No
Multiple carriers,27-03-2019,Wednesday,March,Night,Delhi,Cochin,DEL → BOM → COK,3,One Stop,2:15,15:30,27-03-2019,13h 15m,1,No info,12327,795,No
Jet Airways,18-03-2019,Monday,March,Morning,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,8:55,16:10,18-03-2019,7h 15m,1,No info,12284,435,No
Air India,15-05-2019,Wednesday,May,Afternoon,Delhi,Cochin,DEL → HYD → BOM → COK,4,Two Stops,17:15,19:15,15-05-2019,26h,2,No info,13039,1560,No
Jet Airways,09-03-2019,Saturday,March,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,17:25,4:25,10-03-2019,11h,1,In-flight meal not included,11848,660,No
Jet Airways,21-05-2019,Tuesday,May,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,18:15,19:00,21-05-2019,24h 45m,1,No info,16079,1485,No
IndiGo,03-05-2019,Friday,May,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,22:15,0:50,04-05-2019,2h 35m,0,No info,4804,155,No
Jet Airways,09-06-2019,Sunday,June,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,20:00,23:35,09-06-2019,27h 35m,1,In-flight meal not included,10844,1655,No
Vistara,01-04-2019,Monday,April,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:20,10:45,02-04-2019,14h 25m,1,No info,8505,865,No
Air India,24-03-2019,Sunday,March,Morning,Kolkata,Banglore,CCU → BOM → GOI → BLR,4,Two Stops,9:25,5:35,25-03-2019,20h 10m,2,No info,11774,1210,No
Jet Airways,03-06-2019,Monday,June,Morning,Banglore,Delhi,BLR → DEL,2,Direct,6:00,8:45,03-06-2019,2h 45m,0,In-flight meal not included,5769,165,No
Jet Airways,01-05-2019,Wednesday,May,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,8:25,20:45,01-05-2019,12h 20m,1,In-flight meal not included,10844,740,No
SpiceJet,24-05-2019,Friday,May,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,8:20,10:35,24-05-2019,2h 15m,0,No info,3597,135,No
Multiple carriers,06-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:00,18:50,06-03-2019,8h 50m,1,No info,16497,530,No
Jet Airways,15-05-2019,Wednesday,May,Afternoon,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,17:00,19:10,15-05-2019,26h 10m,1,No info,14151,1570,No
IndiGo,06-05-2019,Monday,May,Morning,Kolkata,Banglore,CCU → BLR,2,Direct,9:35,12:20,06-05-2019,2h 45m,0,No info,4804,165,No
Air India,24-05-2019,Friday,May,Afternoon,Mumbai,Hyderabad,BOM → HYD,2,Direct,15:00,16:25,24-05-2019,1h 25m,0,No info,3100,85,No
Jet Airways,03-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,19:00,03-06-2019,10h,1,No info,14714,600,No
IndiGo,01-03-2019,Friday,March,Afternoon,Mumbai,Hyderabad,BOM → HYD,2,Direct,16:55,18:25,01-03-2019,1h 30m,0,No info,8853,90,No
IndiGo,01-06-2019,Saturday,June,Morning,Delhi,Cochin,DEL → MAA → COK,3,One Stop,7:15,12:30,01-06-2019,5h 15m,1,No info,6582,315,No
Vistara,03-06-2019,Monday,June,Morning,Banglore,Delhi,BLR → DEL,2,Direct,11:30,14:20,03-06-2019,2h 50m,0,No info,4668,170,No
Jet Airways,06-06-2019,Thursday,June,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,20:00,16:20,07-06-2019,20h 20m,1,No info,14571,1220,No
Jet Airways,06-03-2019,Wednesday,March,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,21:50,4:25,07-03-2019,6h 35m,1,In-flight meal not included,13843,395,No
Multiple carriers,03-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,6:40,19:15,03-06-2019,12h 35m,1,No info,7354,755,No
IndiGo,01-06-2019,Saturday,June,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,22:15,0:50,02-06-2019,2h 35m,0,No info,4804,155,No
IndiGo,01-06-2019,Saturday,June,Evening,Chennai,Kolkata,MAA → CCU,2,Direct,22:05,0:25,02-06-2019,2h 20m,0,No info,5277,140,No
Air India,27-03-2019,Wednesday,March,Evening,Delhi,Cochin,DEL → BLR → COK,3,One Stop,20:30,8:15,28-03-2019,11h 45m,1,No info,5998,705,No
IndiGo,01-04-2019,Monday,April,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,13:00,15:50,01-04-2019,2h 50m,0,No info,4591,170,No
IndiGo,06-05-2019,Monday,May,Afternoon,Chennai,Kolkata,MAA → CCU,2,Direct,14:45,17:05,06-05-2019,2h 20m,0,No info,3597,140,No
Jet Airways,24-06-2019,Monday,June,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,19:35,21:05,24-06-2019,1h 30m,0,No info,5678,90,No
IndiGo,06-06-2019,Thursday,June,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,7:55,10:15,06-06-2019,2h 20m,0,No info,3850,140,No
SpiceJet,18-06-2019,Tuesday,June,Afternoon,Mumbai,Hyderabad,BOM → HYD,2,Direct,13:15,14:45,18-06-2019,1h 30m,0,No info,2017,90,No
Jet Airways,15-06-2019,Saturday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,20:55,19:00,16-06-2019,22h 5m,1,In-flight meal not included,10262,1325,No
Air India,12-06-2019,Wednesday,June,Afternoon,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,12:00,19:15,12-06-2019,7h 15m,2,No info,8603,435,No
Multiple carriers,03-03-2019,Sunday,March,Afternoon,Delhi,Cochin,DEL → HYD → COK,3,One Stop,13:05,22:20,03-03-2019,9h 15m,1,No info,14153,555,No
Jet Airways,06-05-2019,Monday,May,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:25,23:35,06-05-2019,27h 10m,1,In-flight meal not included,8066,1630,No
Multiple carriers,21-03-2019,Thursday,March,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,12:50,1:35,22-03-2019,12h 45m,1,No info,7695,765,No
SpiceJet,06-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → PNQ → COK,3,One Stop,8:45,13:15,06-03-2019,4h 30m,1,No info,8488,270,No
GoAir,18-03-2019,Monday,March,Morning,Banglore,New Delhi,BLR → DEL,2,Direct,11:40,14:35,18-03-2019,2h 55m,0,No info,4340,175,No
Jet Airways,15-05-2019,Wednesday,May,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:25,10:55,16-05-2019,14h 30m,1,No info,14151,870,No
Jet Airways,18-03-2019,Monday,March,Afternoon,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,16:55,5:05,19-03-2019,12h 10m,1,In-flight meal not included,11087,730,No
Jet Airways,24-03-2019,Sunday,March,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,19:45,18:10,25-03-2019,22h 25m,1,No info,13759,1345,No
Jet Airways,21-05-2019,Tuesday,May,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:15,4:25,22-05-2019,9h 10m,1,No info,16079,550,No
Multiple carriers,01-06-2019,Saturday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,19:00,01-06-2019,10h,1,No info,12717,600,No
Jet Airways,21-06-2019,Friday,June,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,10:20,11:50,21-06-2019,1h 30m,0,In-flight meal not included,4995,90,No
SpiceJet,12-04-2019,Friday,April,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,17:10,19:40,12-04-2019,2h 30m,0,No info,3873,150,No
Jet Airways,24-03-2019,Sunday,March,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,6:30,12:00,24-03-2019,5h 30m,1,In-flight meal not included,7826,330,No
Vistara,01-04-2019,Monday,April,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:20,9:05,02-04-2019,12h 45m,1,No info,7980,765,No
Multiple carriers,21-05-2019,Tuesday,May,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,9:45,0:55,22-05-2019,15h 10m,1,No info,9486,910,No
Jet Airways,09-06-2019,Sunday,June,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,18:55,18:15,10-06-2019,23h 20m,1,In-flight meal not included,10844,1400,No
IndiGo,03-03-2019,Sunday,March,Night,Chennai,Kolkata,MAA → CCU,2,Direct,5:15,7:35,03-03-2019,2h 20m,0,No info,6482,140,No
IndiGo,01-06-2019,Saturday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,17:30,1:30,02-06-2019,8h,1,No info,6628,480,No
Air India,06-06-2019,Thursday,June,Morning,Kolkata,Banglore,CCU → GAU → BLR,3,One Stop,9:50,21:05,06-06-2019,11h 15m,1,No info,7452,675,No
Jet Airways,15-06-2019,Saturday,June,Morning,Delhi,Cochin,DEL → LKO → BOM → COK,4,Two Stops,9:25,4:25,16-06-2019,19h,2,No info,13882,1140,No
Multiple carriers,27-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:15,19:15,27-06-2019,10h,1,No info,8099,600,No
Vistara,01-06-2019,Saturday,June,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,17:00,19:35,01-06-2019,2h 35m,0,No info,4878,155,No
IndiGo,06-06-2019,Thursday,June,Afternoon,Kolkata,Banglore,CCU → HYD → BLR,3,One Stop,15:15,20:30,06-06-2019,5h 15m,1,No info,5170,315,No
SpiceJet,03-03-2019,Sunday,March,Afternoon,Banglore,New Delhi,BLR → HYD → DEL,3,One Stop,15:35,23:40,03-03-2019,8h 5m,1,No info,6315,485,No
IndiGo,01-03-2019,Friday,March,Afternoon,Chennai,Kolkata,MAA → CCU,2,Direct,13:20,15:35,01-03-2019,2h 15m,0,No info,7295,135,No
Multiple carriers,01-05-2019,Wednesday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:30,19:00,01-05-2019,11h 30m,1,No info,9794,690,No
Jet Airways,21-03-2019,Thursday,March,Evening,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,19:10,4:25,22-03-2019,33h 15m,2,In-flight meal not included,8834,1995,No
SpiceJet,21-06-2019,Friday,June,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,22:45,0:15,22-06-2019,1h 30m,0,No info,2017,90,No
Multiple carriers,09-03-2019,Saturday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,6:40,19:45,09-03-2019,13h 5m,1,No info,12615,785,No
Vistara,09-03-2019,Saturday,March,Evening,Banglore,New Delhi,BLR → DEL,2,Direct,21:10,0:05,10-03-2019,2h 55m,0,No info,7240,175,No
Jet Airways,24-06-2019,Monday,June,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,15:15,18:10,24-06-2019,2h 55m,0,No info,8016,175,No
Vistara,06-05-2019,Monday,May,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,17:00,19:35,06-05-2019,2h 35m,0,No info,4878,155,No
Jet Airways,12-06-2019,Wednesday,June,Night,Delhi,Cochin,DEL → IDR → BOM → COK,4,Two Stops,5:30,4:25,13-06-2019,22h 55m,2,No info,13292,1375,No
Air India,12-03-2019,Tuesday,March,Morning,Banglore,New Delhi,BLR → MAA → DEL,3,One Stop,11:50,8:55,13-03-2019,21h 5m,1,No info,11707,1265,No
IndiGo,24-06-2019,Monday,June,Afternoon,Delhi,Cochin,DEL → BLR → COK,3,One Stop,17:05,22:15,24-06-2019,5h 10m,1,No info,6147,310,No
IndiGo,12-06-2019,Wednesday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:30,21:00,12-06-2019,13h 30m,1,No info,6093,810,No
Jet Airways,01-04-2019,Monday,April,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,20:00,8:15,02-04-2019,12h 15m,1,No info,12681,735,No
SpiceJet,27-05-2019,Monday,May,Night,Banglore,Delhi,BLR → DEL,2,Direct,5:55,8:35,27-05-2019,2h 40m,0,No info,3311,160,No
Air India,12-03-2019,Tuesday,March,Afternoon,Mumbai,Hyderabad,BOM → BLR → CCU → BBI → HYD,5,Three Stops,16:50,12:25,13-03-2019,19h 35m,3,No info,14260,1175,No
Air India,27-06-2019,Thursday,June,Afternoon,Delhi,Cochin,DEL → CCU → BOM → COK,4,Two Stops,14:25,19:15,27-06-2019,28h 50m,2,No info,13591,1730,No
IndiGo,15-05-2019,Wednesday,May,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,20:20,22:55,15-05-2019,2h 35m,0,No info,4804,155,No
Air India,15-05-2019,Wednesday,May,Afternoon,Delhi,Cochin,DEL → UDR → BOM → COK,4,Two Stops,13:20,7:40,16-05-2019,18h 20m,2,No info,13538,1100,No
Jet Airways,09-06-2019,Sunday,June,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,9:35,9:45,09-06-2019,24h 10m,1,No info,14151,1450,No
SpiceJet,15-03-2019,Friday,March,Night,Banglore,New Delhi,BLR → DEL,2,Direct,5:45,8:35,15-03-2019,2h 50m,0,No info,5575,170,No
Jet Airways,24-05-2019,Friday,May,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,6:30,9:20,24-05-2019,26h 50m,1,No info,14178,1610,No
Air India,12-03-2019,Tuesday,March,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,11:40,13:55,12-03-2019,2h 15m,0,No info,7082,135,No
SpiceJet,09-05-2019,Thursday,May,Evening,Banglore,Delhi,BLR → DEL,2,Direct,21:10,0:05,10-05-2019,2h 55m,0,No check-in baggage included,4319,175,No
Jet Airways,03-03-2019,Sunday,March,Evening,Delhi,Cochin,DEL → UDR → BOM → COK,4,Two Stops,18:20,18:50,03-03-2019,24h 30m,2,No info,20747,1470,No
Jet Airways,24-03-2019,Sunday,March,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,8:25,22:35,24-03-2019,14h 10m,1,No info,13759,850,No
Jet Airways,21-03-2019,Thursday,March,Night,Delhi,Cochin,DEL → BHO → BOM → COK,4,Two Stops,5:40,4:25,22-03-2019,22h 45m,2,In-flight meal not included,9181,1365,No
Jet Airways,03-03-2019,Sunday,March,Night,Delhi,Cochin,DEL → BOM → COK,3,One Stop,2:15,18:50,03-03-2019,16h 35m,1,No info,17024,995,No
IndiGo,27-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,6:40,12:00,27-03-2019,5h 20m,1,No info,5298,320,No
Jet Airways,01-04-2019,Monday,April,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,14:05,22:35,01-04-2019,8h 30m,1,No info,13364,510,No
Jet Airways,12-05-2019,Sunday,May,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,6:30,16:20,12-05-2019,9h 50m,1,In-flight meal not included,10844,590,No
Jet Airways,15-05-2019,Wednesday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,20:00,4:40,16-05-2019,8h 40m,1,No info,13941,520,No
Jet Airways,12-06-2019,Wednesday,June,Morning,Delhi,Cochin,DEL → NAG → BOM → COK,4,Two Stops,6:45,4:25,13-06-2019,21h 40m,2,In-flight meal not included,10919,1300,No
Jet Airways,18-03-2019,Monday,March,Night,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,5:45,13:15,18-03-2019,7h 30m,1,No info,12284,450,No
IndiGo,21-03-2019,Thursday,March,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,8:35,22:20,21-03-2019,13h 45m,1,No info,6790,825,No
IndiGo,18-05-2019,Saturday,May,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,6:25,7:55,18-05-2019,1h 30m,0,No info,4392,90,No
Air India,06-06-2019,Thursday,June,Night,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,5:00,19:15,06-06-2019,38h 15m,2,No info,9653,2295,No
SpiceJet,21-06-2019,Friday,June,Night,Mumbai,Hyderabad,BOM → HYD,2,Direct,5:45,7:15,21-06-2019,1h 30m,0,No info,2753,90,No
Air India,18-05-2019,Saturday,May,Evening,Kolkata,Banglore,CCU → HYD → BLR,3,One Stop,19:00,11:05,19-05-2019,16h 5m,1,No info,6327,965,No
Multiple carriers,03-03-2019,Sunday,March,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,7:10,22:20,03-03-2019,15h 10m,1,In-flight meal not included,11125,910,No
Jet Airways,06-06-2019,Thursday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,22:50,19:00,07-06-2019,20h 10m,1,In-flight meal not included,10262,1210,No
Jet Airways,09-06-2019,Sunday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,17:30,4:25,10-06-2019,10h 55m,1,In-flight meal not included,10262,655,No
Air Asia,27-05-2019,Monday,May,Afternoon,Delhi,Cochin,DEL → BLR → COK,3,One Stop,16:45,22:25,27-05-2019,5h 40m,1,No info,6752,340,No
IndiGo,27-05-2019,Monday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,6:05,8:50,27-05-2019,2h 45m,0,No info,4423,165,No
Air Asia,21-05-2019,Tuesday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,11:10,13:55,21-05-2019,2h 45m,0,No info,3383,165,No
Air India,15-06-2019,Saturday,June,Afternoon,Delhi,Cochin,DEL → UDR → BOM → COK,4,Two Stops,13:20,7:40,16-06-2019,18h 20m,2,No info,12121,1100,No
Multiple carriers,09-05-2019,Thursday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:40,1:30,10-05-2019,13h 50m,1,No info,9021,830,No
Multiple carriers,06-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:40,19:15,06-06-2019,7h 35m,1,No info,8266,455,No
Jet Airways,03-06-2019,Monday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:45,19:00,04-06-2019,23h 15m,1,No info,14714,1395,No
Air India,27-06-2019,Thursday,June,Night,Delhi,Cochin,DEL → BHO → BOM → COK,4,Two Stops,5:55,19:15,27-06-2019,13h 20m,2,No info,11386,800,No
Jet Airways,06-03-2019,Wednesday,March,Morning,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,8:55,8:15,07-03-2019,23h 20m,1,No info,14815,1400,No
Jet Airways,06-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,4:25,07-03-2019,19h 25m,1,In-flight meal not included,13843,1165,No
IndiGo,15-05-2019,Wednesday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:30,21:00,15-05-2019,13h 30m,1,No info,7191,810,No
